Name,DOB,Email,phone_number,Country,location,Address,Education,Gender,Zip_Code,skillsofusers,File_path
Joseph Black,20-08-1998,gabriel19@example.net,001-867-897-6591x7841,Mayotte,"Olsonfort, DE",060 Michelle Station Apt. 915,Masters,Female,48049,"['communication', 'HTML', 'JAVA', 'Excel', 'risk management']",archive (5)/data/data/FITNESS/10333051.pdf
Emily Ward,15-04-1989,martin18@example.org,001-852-512-6968x7968,Senegal,"North Jared, HI",015 Castillo Loaf Apt. 259,Bachelors,Female,96174,"['critical thinking', 'excel', 'research', 'public speaking', 'goal setting', 'active listening', 'training', 'gpa']",archive (5)/data/data/ARTS/46055835.pdf
Natalie Castillo,05-03-1993,jennifer29@example.net,511-900-5892x21899,Jordan,"Hallshire, CA",98139 Koch Lake,Masters,Male,94822,"['SQL', 'ETL', 'Unix']",archive (5)/data/data/AVIATION/22990761.pdf
John Davis,01-09-1974,harrisonjillian@example.com,001-927-983-9457,Trinidad and Tobago,"Andrewberg, WA",8722 Mitchell Lake,Masters,Other,13049,"['communication', 'excel', 'html', 'google analytics', 'marketing', 'sales']",archive (5)/data/data/DIGITAL-MEDIA/13837784.pdf
Alex Davis,08-08-1989,johnjarvis@example.com,+1-208-640-3947x668,Netherlands Antilles,"Christopherburgh, TN",961 Michael Island Suite 329,Bachelors,Male,88995,"['Javascript', 'Scripting', 'MVC', 'Java', 'HTML', 'JSON', 'JavaScript', 'js', 'OS', 'Linux']",archive (5)/data/data/BPO/38707449.pdf
Derrick Levy,12-06-1987,salazarpeter@example.org,782.281.2377x8170,French Polynesia,"North Jerry, MH",2013 Melton Trail Apt. 246,Masters,Female,41916,"['communication', 'base', 'hipaa']",archive (5)/data/data/HEALTHCARE/11704150.pdf
Jordan Love,16-10-1967,becklindsey@example.org,320-698-4208,Sudan,"Macdonaldview, WY",05313 Micheal Port,Masters,Other,21332,"['SLA', 'Python', 'communication', 'DBMS', 'machine learning', 'Leadership', 'security', 'Big Data', 'R', 'marketing strategy', 'networking', 'marketing', 'SQL', 'regression', 'COMMUNICATION', 'training', 'Linux']",archive (5)/data/data/BUSINESS-DEVELOPMENT/77576845.pdf
Tammy Drake,19-10-1962,chandlerwesley@example.org,(675)676-4704,Equatorial Guinea,"Lauramouth, AK",531 Ramirez Harbors,Bachelors,Female,76532,"['communication', 'negotiation skills', 'unix', 'networking', 'leadership', 'base', 'aws', 'negotiation', 'decision making', 'training', 'product management']",archive (5)/data/data/ADVOCATE/32965335.pdf
Joseph Crane,01-05-1974,nthomas@example.org,###############################################################################################################################################################################################################################################################,Slovenia,"Moranland, UT",203 Brian Run Suite 695,Bachelors,Female,12856,"['automation', 'communication', 'Java', 'Sql', 'JSON', 'analytical skills', 'base', 'SQL', 'JS', 'collaboration', 'C++', 'XML', 'team building']",archive (5)/data/data/FITNESS/24444525.pdf
Carlos Porter,12-05-1980,clarkdebra@example.org,###############################################################################################################################################################################################################################################################,Lebanon,"Johnbury, NM",1699 Andrew Square,Masters,Male,53803,"['communication', 'time management', 'salesforce', 'html', 'budgeting', 'networking', 'strategic partnerships', 'research', 'marketing', 'vcs', 'collaboration', 'sales', 'project management', 'san', 'css', 'event planning']",archive (5)/data/data/DIGITAL-MEDIA/81508860.pdf
Catherine Griffith,05-01-1998,osharp@example.net,(753)850-7103x0635,Bouvet Island (Bouvetoya),"Rachelton, MO",987 Christopher Well,Bachelors,Female,88214,"['communication', 'incident response', 'training', 'security', 'customer service']",archive (5)/data/data/CONSTRUCTION/28942221.pdf
Jennifer Christensen,15-06-1983,hbaker@example.net,646-311-1424,Cayman Islands,"Port Jacobburgh, AK",2671 Francis Square Suite 111,Bachelors,Other,87050,"['communication', 'unix', 'mentoring', 'linux', 'networking', 'talent acquisition', 'research', 'data warehousing', 'coaching', 'business acumen', 'java', 'creativity', 'collaboration', 'facilitation', 'c++', 'training', 'security', 'sql']",archive (5)/data/data/HR/18297650.pdf
Charles Marsh,18-06-1968,castillodiane@example.org,(445)242-3457x8674,Turkey,"Katherinefurt, UT",66593 Robertson Haven,Bachelors,Male,15469,"['communication', 'process improvement', 'excel', 'leadership', 'process documentation', 'employee relations', 'project management', 'strategic planning', 'data analysis', 'gpa']",archive (5)/data/data/FINANCE/39675895.pdf
Rachel Salazar,29-10-2003,robert77@example.com,###############################################################################################################################################################################################################################################################,Taiwan,"East Ashley, DE",643 Kenneth Union Suite 249,Bachelors,Other,51835,"['automation', 'process improvement', 'blockchain', 'robotic process automation', 'analytical skills', 'agile', 'interpersonal skills', 'marketing', 'project management', 'business development', 'scrum', 'sdlc', 'training', 'sales']",archive (5)/data/data/CONSULTANT/56792999.pdf
Gloria Poole,02-04-2005,rebekah55@example.org,(768)670-7071x452,Czech Republic,"Nicoleton, NC",56017 Margaret Mount,Bachelors,Other,23345,"['Creativity', 'Excel', 'Research']",archive (5)/data/data/APPAREL/16391949.pdf
Gabriel Miller,03-12-1964,jcortez@example.org,(828)290-0923,Mongolia,"South Amyport, AK",1429 Gallegos Roads Suite 341,Bachelors,Other,32964,"['critical thinking', 'communication', 'budgeting', 'tcp', 'ip', 'base', 'problem solving', 'agile', 'os', 'project management', 'voip', 'gpa', 'vpn', 'customer service']",archive (5)/data/data/INFORMATION-TECHNOLOGY/15791766.pdf
Ashley Bradley,21-01-1986,perryemily@example.net,743-330-3042x9235,Kazakhstan,"Bryanfurt, NE",978 Beverly Springs,Masters,Female,12407,['Matlab'],archive (5)/data/data/ENGINEERING/31684925.pdf
Shelly Morris,30-01-1989,smithbrittney@example.com,933.352.2785x67024,Taiwan,"Port Melissa, NE",86419 Lisa Villages,Bachelors,Male,87198,"['Communication', 'critical thinking', 'SDLC', 'SELENIUM', 'Integration Testing', 'Automation', 'interpersonal skills', 'IDE', 'regression', 'JENKINS', 'TRAINING']",archive (5)/data/data/CONSTRUCTION/20681037.pdf
Anthony Black,02-03-1998,edwardsandrea@example.com,001-579-344-8958x5932,Bahrain,"Burtonville, DC",876 Jones Coves Apt. 660,Bachelors,Male,45384,"['coaching', 'training', 'monitoring']",archive (5)/data/data/HEALTHCARE/56520872.pdf
Cynthia Burton,27-02-1987,denise42@example.com,(699)308-7467x9888,Bhutan,"Port Melindaville, IL",143 Nicholas Lane Suite 917,Bachelors,Other,39187,"['monitoring', 'base', 'research', 'acid', 'data mining', 'training']",archive (5)/data/data/TEACHER/24791126.pdf
Aaron Stanton,23-09-1967,laura62@example.net,+1-801-687-7351x176,Panama,"Lake Josephburgh, AZ",218 Park Drive,Bachelors,Female,14235,"['customer relations', 'excel', 'monitoring', 'networking', 'research', 'r', 'data analysis', 'training', 'sales']",archive (5)/data/data/ACCOUNTANT/20393721.pdf
Lindsey Rogers,11-04-2002,jjordan@example.org,(364)257-7646x056,Wallis and Futuna,"North Jessica, HI",79639 Brandon Bypass Suite 096,Masters,Other,29450,"['excel', 'monitoring', 'leadership', 'research', 'team collaboration', 'goal achievement', 'collaboration', 'security']",archive (5)/data/data/TEACHER/12467531.pdf
Gregory Cross,18-05-1965,sandraevans@example.com,###############################################################################################################################################################################################################################################################,Kyrgyz Republic,"New Michael, PW",46791 Mason Lock Apt. 281,Bachelors,Female,6925,"['gpa', 'networking', 'coaching', 'public speaking', 'strategic planning', 'public speaking engagements', 'security', 'sales', 'customer service']",archive (5)/data/data/FITNESS/55746506.pdf
Melissa Cross,19-05-1993,mooreandre@example.com,###############################################################################################################################################################################################################################################################,Niger,"Smithstad, MP",6620 Rodriguez Prairie,Bachelors,Female,54119,"['training', 'leadership', 'monitoring']",archive (5)/data/data/HEALTHCARE/14667957.pdf
Sara Mccarthy,23-09-1998,jsingleton@example.com,951-343-7830x0433,Romania,"West David, OK",8562 Angela Haven Suite 858,Bachelors,Male,41069,"['excel', 'javascript', 'agile', 'sdlc', 'gpa', 'mvc', 'c++', 'security', 'sql', 'ide', 'xml', 'software development life cycle', 'java', 'go', 'html', 'research', 'scrum', 'operating system', 'css', 'svn']",archive (5)/data/data/INFORMATION-TECHNOLOGY/16186411.pdf
Amy Williams,18-12-1999,bridgesjoy@example.org,891-705-2200x7894,Honduras,"Lake Ashley, TN",0092 David Parkway Suite 150,Masters,Male,37111,"['API', 'MVC', 'Excel', 'Security', 'SQL', 'IDE', 'event management']",archive (5)/data/data/ENGINEERING/54227873.pdf
Amanda Moore,16-11-1976,sara78@example.net,+1-427-360-1230x12077,Burundi,"East Brendaton, VA",1362 Jensen Wall Apt. 145,Masters,Female,83517,"['communication', 'security', 'public relations', 'monitoring', 'base', 'problem solving', 'interpersonal skills', 'crisis intervention', 'training', 'sales', 'organizational skills']",archive (5)/data/data/BANKING/33370664.pdf
Sarah Compton,05-07-1994,rebecca17@example.org,883-449-4080,Kenya,"Lake Jesseland, ME",710 Patrick Plains,Masters,Female,28350,"['communication', 'process improvement', 'chef', 'leadership', 'research', 'interpersonal skills', 'coaching', 'gpa', 'organizational skills', 'customer service']",archive (5)/data/data/CHEF/24221960.pdf
James Mosley,21-05-1971,melaniejones@example.org,362-334-3081,Marshall Islands,"Shannonfurt, GU",483 Ashley Mountains,Masters,Other,39507,"['Python', 'Scripting', 'Java', 'pandas', 'html', 'numpy', 'Excel', 'GUI', 'scripting', 'python']",archive (5)/data/data/ADVOCATE/17165107.pdf
Louis Hall,28-12-1991,vmolina@example.org,654.674.3785,Iran,"Brewerview, LA",7007 Zamora Divide Suite 301,Bachelors,Male,98481,"['communication', 'excel', 'linux', 'go', 'statistical analysis', 'os', 'project management', 'python', 'operating system', 'gpa', 'matlab', 'sql', 'api']",archive (5)/data/data/FITNESS/22488036.pdf
Alan Ochoa,14-10-1978,nrose@example.net,362-377-8035,Djibouti,"Port Daniellefurt, PW",112 Benjamin Rapid Suite 149,Bachelors,Male,71074,"['excel', 'budgeting', 'leadership', 'microsoft excel', 'strategic planning']",archive (5)/data/data/FINANCE/27789372.pdf
Shawn Berry,20-11-1970,james30@example.org,(560)995-5974,Mozambique,"Lake Justinfort, GA",335 Ross Forest Suite 991,Masters,Male,56720,"['communication', 'time management', 'excel', 'teamwork', 'leadership', 'creativity']",archive (5)/data/data/DESIGNER/76010167.pdf
Vickie Ramirez,09-12-1975,elizabethromero@example.net,###############################################################################################################################################################################################################################################################,Malaysia,"North Kellyhaven, IN",630 Angela Haven Suite 365,Masters,Other,77666,"['budgeting', 'chef', 'creativity', 'training', 'sales']",archive (5)/data/data/CHEF/25128608.pdf
Nicholas Richards,16-01-2005,christophermarshall@example.com,+1-231-883-6444x82979,China,"East William, SD",03448 Heather Station Suite 639,Masters,Male,90053,"['Python', 'HTML', 'MATLAB', 'Machine Learning', 'IOT', 'Excel', 'Microsoft Excel']",archive (5)/data/data/ACCOUNTANT/22465498.pdf
Eddie Lawson,30-12-1999,penatimothy@example.com,775-325-7884,Cuba,"North Rickyview, VI",11318 Eric Loaf,Bachelors,Male,89250,"['budgeting', 'chef']",archive (5)/data/data/CHEF/35468363.pdf
Joseph Carson,28-03-1968,fcooper@example.org,+1-200-327-3063x1946,Mozambique,"Smithtown, SD",88864 Douglas Plaza Apt. 184,Bachelors,Female,56453,"['CAD', 'training', 'Training']",archive (5)/data/data/DESIGNER/44185767.pdf
Jessica Rivera,12-08-1994,kking@example.net,###############################################################################################################################################################################################################################################################,Guam,"South Melissaport, AS",684 Fuller Streets,Bachelors,Other,40601,"['communication', 'Sales', 'analytical skills', 'Excel', 'marketing', 'Marketing', 'training', 'sales', 'SALES']",archive (5)/data/data/HEALTHCARE/91478356.pdf
Justin Richards,30-08-1995,christopherhayes@example.org,###############################################################################################################################################################################################################################################################,Nicaragua,"North Austin, RI",25453 Brown Causeway,Bachelors,Male,84391,"['Research', 'leadership']",archive (5)/data/data/AGRICULTURE/12341902.pdf
Lawrence Harris,11-10-1983,msmith@example.net,684-419-9425,Eritrea,"West Traciland, NY",74219 Garrett Plain Apt. 261,Bachelors,Female,25080,"['communication', 'excel', 'big data', 'research', 'sql', 'c++', 'data mining', 'java', 'gpa', 'matlab', 'python']",archive (5)/data/data/INFORMATION-TECHNOLOGY/10265057.pdf
Laura Brown,21-03-1990,katherine00@example.com,001-649-686-4001x341,Maldives,"Shawmouth, IA",69071 Liu Crest Apt. 317,Masters,Male,89746,"['communication', 'excel', 'teamwork', 'leadership', 'project coordination', 'marketing', 'project management', 'relationship building', 'event planning', 'customer service']",archive (5)/data/data/FITNESS/12695799.pdf
Cindy Collins,09-12-1993,tammy52@example.net,001-857-413-3608,Iran,"South Lisaville, GU",01842 Alexandra Rapids,Bachelors,Male,7932,"['SLA', 'communication', 'time management', 'monitoring', 'analytical skills', 'leadership', 'operational efficiency', 'problem solving', 'interpersonal skills', 'decision making', 'relationship building', 'training', 'Monitoring', 'team building']",archive (5)/data/data/BANKING/45167858.pdf
